                     p.Moran_I   p.Moran_Z  p.Moran_P  p.Moran_Padj
AC068896.1        0.000000e+00    0.000000   1.000000      1.000000
AL731577.1        0.000000e+00    0.000000   1.000000      1.000000
TEX36-AS1         0.000000e+00    0.000000   1.000000      1.000000
TEX36             0.000000e+00    0.000000   1.000000      1.000000
AL158835.4        0.000000e+00    0.000000   1.000000      1.000000
EDRF1-AS1         0.000000e+00    0.000000   1.000000      1.000000
MMP21             0.000000e+00    0.000000   1.000000      1.000000
FANK1-AS1         0.000000e+00    0.000000   1.000000      1.000000
LINC00601         0.000000e+00    0.000000   1.000000      1.000000
C10orf90          0.000000e+00    0.000000   1.000000      1.000000
AL359094.1        0.000000e+00    0.000000   1.000000      1.000000
AL359094.2        0.000000e+00    0.000000   1.000000      1.000000
NPS               0.000000e+00    0.000000   1.000000      1.000000
AL158166.2        0.000000e+00    0.000000   1.000000      1.000000
AL390763.2        0.000000e+00    0.000000   1.000000      1.000000
AL390763.1        0.000000e+00    0.000000   1.000000      1.000000
AL355537.1        0.000000e+00    0.000000   1.000000      1.000000
AL355537.2        0.000000e+00    0.000000   1.000000      1.000000
AL391869.1        0.000000e+00    0.000000   1.000000      1.000000
AL157832.2        0.000000e+00    0.000000   1.000000      1.000000
AL157832.1        0.000000e+00    0.000000   1.000000      1.000000
AL157832.3        0.000000e+00    0.000000   1.000000      1.000000
TCERG1L-AS1       0.000000e+00    0.000000   1.000000      1.000000
LINC01164         0.000000e+00    0.000000   1.000000      1.000000
FP565171.1        0.000000e+00    0.000000   1.000000      1.000000
AL512622.1        0.000000e+00    0.000000   1.000000      1.000000
AL451069.3        0.000000e+00    0.000000   1.000000      1.000000
LINC01165         0.000000e+00    0.000000   1.000000      1.000000
NKX6-2            0.000000e+00    0.000000   1.000000      1.000000
LINC01166         0.000000e+00    0.000000   1.000000      1.000000
LINC01167         0.000000e+00    0.000000   1.000000      1.000000
LINC01168         0.000000e+00    0.000000   1.000000      1.000000
ADGRA1            0.000000e+00    0.000000   1.000000      1.000000
ADGRA1-AS1        0.000000e+00    0.000000   1.000000      1.000000
MIR202HG          0.000000e+00    0.000000   1.000000      1.000000
AL360181.2        0.000000e+00    0.000000   1.000000      1.000000
ZNF511-PRAP1      0.000000e+00    0.000000   1.000000      1.000000
AL360181.1        0.000000e+00    0.000000   1.000000      1.000000
PRAP1             0.000000e+00    0.000000   1.000000      1.000000
AL360181.3        0.000000e+00    0.000000   1.000000      1.000000
AL161645.1        0.000000e+00    0.000000   1.000000      1.000000
SYCE1             0.000000e+00    0.000000   1.000000      1.000000
FRG2B             0.000000e+00    0.000000   1.000000      1.000000
FAM138D           0.000000e+00    0.000000   1.000000      1.000000
AC026369.1        0.000000e+00    0.000000   1.000000      1.000000
AC007406.1        0.000000e+00    0.000000   1.000000      1.000000
AC007406.4        0.000000e+00    0.000000   1.000000      1.000000
AC006205.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02455         0.000000e+00    0.000000   1.000000      1.000000
AC004672.1        0.000000e+00    0.000000   1.000000      1.000000
AC005342.2        0.000000e+00    0.000000   1.000000      1.000000
AC005342.1        0.000000e+00    0.000000   1.000000      1.000000
AC005344.1        0.000000e+00    0.000000   1.000000      1.000000
CACNA1C-AS4       0.000000e+00    0.000000   1.000000      1.000000
CACNA1C-AS3       0.000000e+00    0.000000   1.000000      1.000000
LINC02371         0.000000e+00    0.000000   1.000000      1.000000
TEX52             0.000000e+00    0.000000   1.000000      1.000000
AC005865.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02417         0.000000e+00    0.000000   1.000000      1.000000
PRMT8             0.000000e+00    0.000000   1.000000      1.000000
AC005908.2        0.000000e+00    0.000000   1.000000      1.000000
AC006207.1        0.000000e+00    0.000000   1.000000      1.000000
AC005842.1        0.000000e+00    0.000000   1.000000      1.000000
AC007207.2        0.000000e+00    0.000000   1.000000      1.000000
FGF23             0.000000e+00    0.000000   1.000000      1.000000
FGF6              0.000000e+00    0.000000   1.000000      1.000000
AC005832.4        0.000000e+00    0.000000   1.000000      1.000000
AC005833.2        0.000000e+00    0.000000   1.000000      1.000000
AC005833.1        0.000000e+00    0.000000   1.000000      1.000000
AC005833.3        0.000000e+00    0.000000   1.000000      1.000000
KCNA6             0.000000e+00    0.000000   1.000000      1.000000
KCNA1             0.000000e+00    0.000000   1.000000      1.000000
AC006063.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02443         0.000000e+00    0.000000   1.000000      1.000000
AC006206.2        0.000000e+00    0.000000   1.000000      1.000000
AC006206.1        0.000000e+00    0.000000   1.000000      1.000000
AC007848.2        0.000000e+00    0.000000   1.000000      1.000000
AC007848.1        0.000000e+00    0.000000   1.000000      1.000000
AC005845.1        0.000000e+00    0.000000   1.000000      1.000000
AC006064.3        0.000000e+00    0.000000   1.000000      1.000000
AC006064.1        0.000000e+00    0.000000   1.000000      1.000000
AC006064.6        0.000000e+00    0.000000   1.000000      1.000000
AC125494.3        0.000000e+00    0.000000   1.000000      1.000000
AC018653.1        0.000000e+00    0.000000   1.000000      1.000000
ACSM4             0.000000e+00    0.000000   1.000000      1.000000
APOBEC1           0.000000e+00    0.000000   1.000000      1.000000
DPPA3             0.000000e+00    0.000000   1.000000      1.000000
CLEC4C            0.000000e+00    0.000000   1.000000      1.000000
NANOGNB           0.000000e+00    0.000000   1.000000      1.000000
SLC2A14           0.000000e+00    0.000000   1.000000      1.000000
AC006511.4        0.000000e+00    0.000000   1.000000      1.000000
AC092111.3        0.000000e+00    0.000000   1.000000      1.000000
ZNF705A           0.000000e+00    0.000000   1.000000      1.000000
CLEC6A            0.000000e+00    0.000000   1.000000      1.000000
AC092746.1        0.000000e+00    0.000000   1.000000      1.000000
AC092490.2        0.000000e+00    0.000000   1.000000      1.000000
A2ML1-AS1         0.000000e+00    0.000000   1.000000      1.000000
A2ML1-AS2         0.000000e+00    0.000000   1.000000      1.000000
AC006581.2        0.000000e+00    0.000000   1.000000      1.000000
AC006581.1        0.000000e+00    0.000000   1.000000      1.000000
AC010175.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02367         0.000000e+00    0.000000   1.000000      1.000000
LINC02390         0.000000e+00    0.000000   1.000000      1.000000
AC091814.1        0.000000e+00    0.000000   1.000000      1.000000
KLRF2             0.000000e+00    0.000000   1.000000      1.000000
CLEC2A            0.000000e+00    0.000000   1.000000      1.000000
CLEC12A-AS1       0.000000e+00    0.000000   1.000000      1.000000
CLEC1B            0.000000e+00    0.000000   1.000000      1.000000
AC024224.2        0.000000e+00    0.000000   1.000000      1.000000
AC115676.1        0.000000e+00    0.000000   1.000000      1.000000
AC022075.3        0.000000e+00    0.000000   1.000000      1.000000
AC022075.2        0.000000e+00    0.000000   1.000000      1.000000
KLRK1             0.000000e+00    0.000000   1.000000      1.000000
KLRC4-KLRK1       0.000000e+00    0.000000   1.000000      1.000000
AC068775.1        0.000000e+00    0.000000   1.000000      1.000000
KLRC3             0.000000e+00    0.000000   1.000000      1.000000
EIF2S3B           0.000000e+00    0.000000   1.000000      1.000000
LINC02366         0.000000e+00    0.000000   1.000000      1.000000
TAS2R7            0.000000e+00    0.000000   1.000000      1.000000
TAS2R8            0.000000e+00    0.000000   1.000000      1.000000
TAS2R9            0.000000e+00    0.000000   1.000000      1.000000
TAS2R10           0.000000e+00    0.000000   1.000000      1.000000
AC018630.2        0.000000e+00    0.000000   1.000000      1.000000
AC006518.7        0.000000e+00    0.000000   1.000000      1.000000
TAS2R13           0.000000e+00    0.000000   1.000000      1.000000
PRH2              0.000000e+00    0.000000   1.000000      1.000000
TAS2R50           0.000000e+00    0.000000   1.000000      1.000000
TAS2R20           0.000000e+00    0.000000   1.000000      1.000000
TAS2R19           0.000000e+00    0.000000   1.000000      1.000000
TAS2R31           0.000000e+00    0.000000   1.000000      1.000000
TAS2R46           0.000000e+00    0.000000   1.000000      1.000000
TAS2R43           0.000000e+00    0.000000   1.000000      1.000000
TAS2R30           0.000000e+00    0.000000   1.000000      1.000000
TAS2R42           0.000000e+00    0.000000   1.000000      1.000000
AC244131.2        0.000000e+00    0.000000   1.000000      1.000000
PRB4              0.000000e+00    0.000000   1.000000      1.000000
PRB1              0.000000e+00    0.000000   1.000000      1.000000
PRB2              0.000000e+00    0.000000   1.000000      1.000000
AC007450.1        0.000000e+00    0.000000   1.000000      1.000000
AC007619.1        0.000000e+00    0.000000   1.000000      1.000000
AC008115.2        0.000000e+00    0.000000   1.000000      1.000000
AC008115.1        0.000000e+00    0.000000   1.000000      1.000000
GPRC5D            0.000000e+00    0.000000   1.000000      1.000000
AC007688.2        0.000000e+00    0.000000   1.000000      1.000000
LINC01559         0.000000e+00    0.000000   1.000000      1.000000
GRIN2B            0.000000e+00    0.000000   1.000000      1.000000
AC007527.2        0.000000e+00    0.000000   1.000000      1.000000
AC092112.1        0.000000e+00    0.000000   1.000000      1.000000
AC008114.1        0.000000e+00    0.000000   1.000000      1.000000
PLBD1-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC010168.1        0.000000e+00    0.000000   1.000000      1.000000
AC007655.1        0.000000e+00    0.000000   1.000000      1.000000
PDE6H             0.000000e+00    0.000000   1.000000      1.000000
RERG-AS1          0.000000e+00    0.000000   1.000000      1.000000
AC073651.1        0.000000e+00    0.000000   1.000000      1.000000
SLC15A5           0.000000e+00    0.000000   1.000000      1.000000
AC007552.2        0.000000e+00    0.000000   1.000000      1.000000
AC007529.2        0.000000e+00    0.000000   1.000000      1.000000
AC007529.1        0.000000e+00    0.000000   1.000000      1.000000
PLCZ1             0.000000e+00    0.000000   1.000000      1.000000
AC087242.1        0.000000e+00    0.000000   1.000000      1.000000
CAPZA3            0.000000e+00    0.000000   1.000000      1.000000
AC024901.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02398         0.000000e+00    0.000000   1.000000      1.000000
LINC02468         0.000000e+00    0.000000   1.000000      1.000000
AC129102.1        0.000000e+00    0.000000   1.000000      1.000000
SLCO1B3           0.000000e+00    0.000000   1.000000      1.000000
AC011604.2        0.000000e+00    0.000000   1.000000      1.000000
SLCO1B7           0.000000e+00    0.000000   1.000000      1.000000
AC022335.1        0.000000e+00    0.000000   1.000000      1.000000
SLCO1B1           0.000000e+00    0.000000   1.000000      1.000000
SLCO1A2           0.000000e+00    0.000000   1.000000      1.000000
IAPP              0.000000e+00    0.000000   1.000000      1.000000
GYS2              0.000000e+00    0.000000   1.000000      1.000000
AC010197.1        0.000000e+00    0.000000   1.000000      1.000000
AC010185.1        0.000000e+00    0.000000   1.000000      1.000000
AC008250.1        0.000000e+00    0.000000   1.000000      1.000000
AC087318.1        0.000000e+00    0.000000   1.000000      1.000000
AC053513.1        0.000000e+00    0.000000   1.000000      1.000000
AC087241.1        0.000000e+00    0.000000   1.000000      1.000000
AC087241.3        0.000000e+00    0.000000   1.000000      1.000000
AC084816.1        0.000000e+00    0.000000   1.000000      1.000000
AC084819.1        0.000000e+00    0.000000   1.000000      1.000000
AC087258.1        0.000000e+00    0.000000   1.000000      1.000000
AC087235.1        0.000000e+00    0.000000   1.000000      1.000000
AC087260.1        0.000000e+00    0.000000   1.000000      1.000000
SOX5-AS1          0.000000e+00    0.000000   1.000000      1.000000
LINC00477         0.000000e+00    0.000000   1.000000      1.000000
AC023796.1        0.000000e+00    0.000000   1.000000      1.000000
AC023796.2        0.000000e+00    0.000000   1.000000      1.000000
AC026310.2        0.000000e+00    0.000000   1.000000      1.000000
C12orf77          0.000000e+00    0.000000   1.000000      1.000000
AC023510.1        0.000000e+00    0.000000   1.000000      1.000000
LMNTD1            0.000000e+00    0.000000   1.000000      1.000000
AC019209.3        0.000000e+00    0.000000   1.000000      1.000000
AC019209.2        0.000000e+00    0.000000   1.000000      1.000000
AC019209.1        0.000000e+00    0.000000   1.000000      1.000000
AC022509.3        0.000000e+00    0.000000   1.000000      1.000000
AC022509.1        0.000000e+00    0.000000   1.000000      1.000000
AC022509.4        0.000000e+00    0.000000   1.000000      1.000000
AC055720.1        0.000000e+00    0.000000   1.000000      1.000000
AC024145.1        0.000000e+00    0.000000   1.000000      1.000000
AC023051.1        0.000000e+00    0.000000   1.000000      1.000000
C12orf71          0.000000e+00    0.000000   1.000000      1.000000
AC092747.1        0.000000e+00    0.000000   1.000000      1.000000
ARNTL2-AS1        0.000000e+00    0.000000   1.000000      1.000000
AC087257.1        0.000000e+00    0.000000   1.000000      1.000000
AC009509.2        0.000000e+00    0.000000   1.000000      1.000000
MANSC4            0.000000e+00    0.000000   1.000000      1.000000
AC009511.2        0.000000e+00    0.000000   1.000000      1.000000
AC009511.1        0.000000e+00    0.000000   1.000000      1.000000
AC022081.1        0.000000e+00    0.000000   1.000000      1.000000
AC012150.2        0.000000e+00    0.000000   1.000000      1.000000
OVCH1             0.000000e+00    0.000000   1.000000      1.000000
AC009320.1        0.000000e+00    0.000000   1.000000      1.000000
AC023511.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02386         0.000000e+00    0.000000   1.000000      1.000000
AC078776.1        0.000000e+00    0.000000   1.000000      1.000000
AC010198.1        0.000000e+00    0.000000   1.000000      1.000000
LINC00941         0.000000e+00    0.000000   1.000000      1.000000
AC024940.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02387         0.000000e+00    0.000000   1.000000      1.000000
DENND5B-AS1       0.000000e+00    0.000000   1.000000      1.000000
AC048344.1        0.000000e+00    0.000000   1.000000      1.000000
AC087311.2        0.000000e+00    0.000000   1.000000      1.000000
SYT10             0.000000e+00    0.000000   1.000000      1.000000
AC046130.1        0.000000e+00    0.000000   1.000000      1.000000
AC046130.2        0.000000e+00    0.000000   1.000000      1.000000
AC140847.1        0.000000e+00    0.000000   1.000000      1.000000
AC140847.2        0.000000e+00    0.000000   1.000000      1.000000
AC087897.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02406         0.000000e+00    0.000000   1.000000      1.000000
LINC02555         0.000000e+00    0.000000   1.000000      1.000000
LINC02471         0.000000e+00    0.000000   1.000000      1.000000
AC107023.1        0.000000e+00    0.000000   1.000000      1.000000
PDZRN4            0.000000e+00    0.000000   1.000000      1.000000
AC090531.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02400         0.000000e+00    0.000000   1.000000      1.000000
AC090630.1        0.000000e+00    0.000000   1.000000      1.000000
AC079601.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02402         0.000000e+00    0.000000   1.000000      1.000000
LINC02451         0.000000e+00    0.000000   1.000000      1.000000
LINC02450         0.000000e+00    0.000000   1.000000      1.000000
AC012038.2        0.000000e+00    0.000000   1.000000      1.000000
AC012038.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02461         0.000000e+00    0.000000   1.000000      1.000000
ADAMTS20          0.000000e+00    0.000000   1.000000      1.000000
AC025030.2        0.000000e+00    0.000000   1.000000      1.000000
AC025253.1        0.000000e+00    0.000000   1.000000      1.000000
DBX2              0.000000e+00    0.000000   1.000000      1.000000
AC008127.1        0.000000e+00    0.000000   1.000000      1.000000
AC079950.1        0.000000e+00    0.000000   1.000000      1.000000
AC025031.2        0.000000e+00    0.000000   1.000000      1.000000
AC025031.1        0.000000e+00    0.000000   1.000000      1.000000
AC008083.1        0.000000e+00    0.000000   1.000000      1.000000
AC008083.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02416         0.000000e+00    0.000000   1.000000      1.000000
AC004466.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02354         0.000000e+00    0.000000   1.000000      1.000000
AC121338.1        0.000000e+00    0.000000   1.000000      1.000000
AC004801.5        0.000000e+00    0.000000   1.000000      1.000000
AC074029.3        0.000000e+00    0.000000   1.000000      1.000000
OR10AD1           0.000000e+00    0.000000   1.000000      1.000000
AC024257.1        0.000000e+00    0.000000   1.000000      1.000000
AC024257.5        0.000000e+00    0.000000   1.000000      1.000000
H1FNT             0.000000e+00    0.000000   1.000000      1.000000
AC090115.1        0.000000e+00    0.000000   1.000000      1.000000
ANP32D            0.000000e+00    0.000000   1.000000      1.000000
AC089987.2        0.000000e+00    0.000000   1.000000      1.000000
OR8S1             0.000000e+00    0.000000   1.000000      1.000000
OR5BS1P           0.000000e+00    0.000000   1.000000      1.000000
LALBA             0.000000e+00    0.000000   1.000000      1.000000
TEX49             0.000000e+00    0.000000   1.000000      1.000000
AC073610.2        0.000000e+00    0.000000   1.000000      1.000000
WNT1              0.000000e+00    0.000000   1.000000      1.000000
AC011603.3        0.000000e+00    0.000000   1.000000      1.000000
AC011603.1        0.000000e+00    0.000000   1.000000      1.000000
AC020612.3        0.000000e+00    0.000000   1.000000      1.000000
AC131157.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02396         0.000000e+00    0.000000   1.000000      1.000000
AQP2              0.000000e+00    0.000000   1.000000      1.000000
AC025154.1        0.000000e+00    0.000000   1.000000      1.000000
AC008147.1        0.000000e+00    0.000000   1.000000      1.000000
FAM186A           0.000000e+00    0.000000   1.000000      1.000000
TMPRSS12          0.000000e+00    0.000000   1.000000      1.000000
HIGD1C            0.000000e+00    0.000000   1.000000      1.000000
AC107031.1        0.000000e+00    0.000000   1.000000      1.000000
AC068987.2        0.000000e+00    0.000000   1.000000      1.000000
AC068987.3        0.000000e+00    0.000000   1.000000      1.000000
AC068987.4        0.000000e+00    0.000000   1.000000      1.000000
AC068987.1        0.000000e+00    0.000000   1.000000      1.000000
ANKRD33           0.000000e+00    0.000000   1.000000      1.000000
C12orf80          0.000000e+00    0.000000   1.000000      1.000000
AC021066.1        0.000000e+00    0.000000   1.000000      1.000000
AC121757.1        0.000000e+00    0.000000   1.000000      1.000000
KRT85             0.000000e+00    0.000000   1.000000      1.000000
KRT84             0.000000e+00    0.000000   1.000000      1.000000
AC078865.1        0.000000e+00    0.000000   1.000000      1.000000
KRT82             0.000000e+00    0.000000   1.000000      1.000000
AC055736.1        0.000000e+00    0.000000   1.000000      1.000000
KRT75             0.000000e+00    0.000000   1.000000      1.000000
KRT6C             0.000000e+00    0.000000   1.000000      1.000000
KRT71             0.000000e+00    0.000000   1.000000      1.000000
KRT74             0.000000e+00    0.000000   1.000000      1.000000
KRT73-AS1         0.000000e+00    0.000000   1.000000      1.000000
KRT1              0.000000e+00    0.000000   1.000000      1.000000
AC055716.3        0.000000e+00    0.000000   1.000000      1.000000
KRT76             0.000000e+00    0.000000   1.000000      1.000000
KRT3              0.000000e+00    0.000000   1.000000      1.000000
KRT4              0.000000e+00    0.000000   1.000000      1.000000
KRT78             0.000000e+00    0.000000   1.000000      1.000000
AC073573.1        0.000000e+00    0.000000   1.000000      1.000000
AC021072.1        0.000000e+00    0.000000   1.000000      1.000000
SP7               0.000000e+00    0.000000   1.000000      1.000000
NPFF              0.000000e+00    0.000000   1.000000      1.000000
CISTR             0.000000e+00    0.000000   1.000000      1.000000
AC076968.1        0.000000e+00    0.000000   1.000000      1.000000
AC012531.3        0.000000e+00    0.000000   1.000000      1.000000
AC023794.7        0.000000e+00    0.000000   1.000000      1.000000
AC023794.6        0.000000e+00    0.000000   1.000000      1.000000
AC078778.1        0.000000e+00    0.000000   1.000000      1.000000
AC079313.2        0.000000e+00    0.000000   1.000000      1.000000
AC079313.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01154         0.000000e+00    0.000000   1.000000      1.000000
AC068789.1        0.000000e+00    0.000000   1.000000      1.000000
LACRT             0.000000e+00    0.000000   1.000000      1.000000
DCD               0.000000e+00    0.000000   1.000000      1.000000
AC079310.1        0.000000e+00    0.000000   1.000000      1.000000
AC027287.2        0.000000e+00    0.000000   1.000000      1.000000
NEUROD4           0.000000e+00    0.000000   1.000000      1.000000
OR9K2             0.000000e+00    0.000000   1.000000      1.000000
OR10A7            0.000000e+00    0.000000   1.000000      1.000000
OR6C74            0.000000e+00    0.000000   1.000000      1.000000
OR6C6             0.000000e+00    0.000000   1.000000      1.000000
OR6C1             0.000000e+00    0.000000   1.000000      1.000000
OR6C3             0.000000e+00    0.000000   1.000000      1.000000
OR6C75            0.000000e+00    0.000000   1.000000      1.000000
OR6C65            0.000000e+00    0.000000   1.000000      1.000000
OR6C76            0.000000e+00    0.000000   1.000000      1.000000
AC122685.1        0.000000e+00    0.000000   1.000000      1.000000
OR6C2             0.000000e+00    0.000000   1.000000      1.000000
OR6C70            0.000000e+00    0.000000   1.000000      1.000000
OR6C68            0.000000e+00    0.000000   1.000000      1.000000
OR6C4             0.000000e+00    0.000000   1.000000      1.000000
OR2AP1            0.000000e+00    0.000000   1.000000      1.000000
OR10P1            0.000000e+00    0.000000   1.000000      1.000000
AC009779.5        0.000000e+00    0.000000   1.000000      1.000000
AC025162.1        0.000000e+00    0.000000   1.000000      1.000000
AC034102.3        0.000000e+00    0.000000   1.000000      1.000000
AC034102.2        0.000000e+00    0.000000   1.000000      1.000000
AC034102.7        0.000000e+00    0.000000   1.000000      1.000000
AC034102.6        0.000000e+00    0.000000   1.000000      1.000000
AC073896.5        0.000000e+00    0.000000   1.000000      1.000000
AC073896.1        0.000000e+00    0.000000   1.000000      1.000000
AC073896.3        0.000000e+00    0.000000   1.000000      1.000000
MIP               0.000000e+00    0.000000   1.000000      1.000000
GPR182            0.000000e+00    0.000000   1.000000      1.000000
TAC3              0.000000e+00    0.000000   1.000000      1.000000
LRP1-AS           0.000000e+00    0.000000   1.000000      1.000000
AC137834.1        0.000000e+00    0.000000   1.000000      1.000000
AC126614.1        0.000000e+00    0.000000   1.000000      1.000000
INHBC             0.000000e+00    0.000000   1.000000      1.000000
INHBE             0.000000e+00    0.000000   1.000000      1.000000
AC022506.1        0.000000e+00    0.000000   1.000000      1.000000
AC025165.1        0.000000e+00    0.000000   1.000000      1.000000
AC025165.3        0.000000e+00    0.000000   1.000000      1.000000
AC083805.2        0.000000e+00    0.000000   1.000000      1.000000
AC083805.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02403         0.000000e+00    0.000000   1.000000      1.000000
AC020637.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02388         0.000000e+00    0.000000   1.000000      1.000000
AC068305.2        0.000000e+00    0.000000   1.000000      1.000000
AC108721.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02448         0.000000e+00    0.000000   1.000000      1.000000
AC080011.1        0.000000e+00    0.000000   1.000000      1.000000
AC079035.1        0.000000e+00    0.000000   1.000000      1.000000
AC078814.1        0.000000e+00    0.000000   1.000000      1.000000
AC026116.1        0.000000e+00    0.000000   1.000000      1.000000
AC084357.2        0.000000e+00    0.000000   1.000000      1.000000
RXYLT1-AS1        0.000000e+00    0.000000   1.000000      1.000000
AC020611.2        0.000000e+00    0.000000   1.000000      1.000000
AC025576.2        0.000000e+00    0.000000   1.000000      1.000000
AC025576.1        0.000000e+00    0.000000   1.000000      1.000000
C12orf56          0.000000e+00    0.000000   1.000000      1.000000
AC078962.2        0.000000e+00    0.000000   1.000000      1.000000
AC078962.4        0.000000e+00    0.000000   1.000000      1.000000
AC078962.3        0.000000e+00    0.000000   1.000000      1.000000
AC025262.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02231         0.000000e+00    0.000000   1.000000      1.000000
AC135895.1        0.000000e+00    0.000000   1.000000      1.000000
WIF1              0.000000e+00    0.000000   1.000000      1.000000
AC025419.1        0.000000e+00    0.000000   1.000000      1.000000
AC090023.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02454         0.000000e+00    0.000000   1.000000      1.000000
AC090023.2        0.000000e+00    0.000000   1.000000      1.000000
AC090673.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02425         0.000000e+00    0.000000   1.000000      1.000000
AC078927.1        0.000000e+00    0.000000   1.000000      1.000000
LLPH-DT           0.000000e+00    0.000000   1.000000      1.000000
AC078889.1        0.000000e+00    0.000000   1.000000      1.000000
AC073530.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02420         0.000000e+00    0.000000   1.000000      1.000000
LINC02408         0.000000e+00    0.000000   1.000000      1.000000
LINC02442         0.000000e+00    0.000000   1.000000      1.000000
AC078777.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02421         0.000000e+00    0.000000   1.000000      1.000000
LINC01479         0.000000e+00    0.000000   1.000000      1.000000
IL26              0.000000e+00    0.000000   1.000000      1.000000
IL22              0.000000e+00    0.000000   1.000000      1.000000
AC022511.1        0.000000e+00    0.000000   1.000000      1.000000
AC008033.3        0.000000e+00    0.000000   1.000000      1.000000
AC025423.1        0.000000e+00    0.000000   1.000000      1.000000
AC127894.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02373         0.000000e+00    0.000000   1.000000      1.000000
LRRC10            0.000000e+00    0.000000   1.000000      1.000000
AC025263.1        0.000000e+00    0.000000   1.000000      1.000000
AC025263.2        0.000000e+00    0.000000   1.000000      1.000000
AC078922.1        0.000000e+00    0.000000   1.000000      1.000000
AC084032.1        0.000000e+00    0.000000   1.000000      1.000000
AC083809.1        0.000000e+00    0.000000   1.000000      1.000000
AC123905.1        0.000000e+00    0.000000   1.000000      1.000000
AC025575.1        0.000000e+00    0.000000   1.000000      1.000000
AC025575.2        0.000000e+00    0.000000   1.000000      1.000000
AC078860.1        0.000000e+00    0.000000   1.000000      1.000000
AC073612.1        0.000000e+00    0.000000   1.000000      1.000000
AC011601.1        0.000000e+00    0.000000   1.000000      1.000000
AC089984.1        0.000000e+00    0.000000   1.000000      1.000000
TPH2              0.000000e+00    0.000000   1.000000      1.000000
AC090109.1        0.000000e+00    0.000000   1.000000      1.000000
TRHDE             0.000000e+00    0.000000   1.000000      1.000000
AC133480.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02444         0.000000e+00    0.000000   1.000000      1.000000
AC090503.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02445         0.000000e+00    0.000000   1.000000      1.000000
AC136188.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02394         0.000000e+00    0.000000   1.000000      1.000000
AC090502.1        0.000000e+00    0.000000   1.000000      1.000000
AC090502.3        0.000000e+00    0.000000   1.000000      1.000000
AC025257.1        0.000000e+00    0.000000   1.000000      1.000000
AC073525.1        0.000000e+00    0.000000   1.000000      1.000000
KCNC2             0.000000e+00    0.000000   1.000000      1.000000
AC091534.1        0.000000e+00    0.000000   1.000000      1.000000
GLIPR1L1          0.000000e+00    0.000000   1.000000      1.000000
AC078923.1        0.000000e+00    0.000000   1.000000      1.000000
AC078820.1        0.000000e+00    0.000000   1.000000      1.000000
AC011611.2        0.000000e+00    0.000000   1.000000      1.000000
AC011611.3        0.000000e+00    0.000000   1.000000      1.000000
AC011611.4        0.000000e+00    0.000000   1.000000      1.000000
AC107032.2        0.000000e+00    0.000000   1.000000      1.000000
AC124784.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02464         0.000000e+00    0.000000   1.000000      1.000000
AC073591.1        0.000000e+00    0.000000   1.000000      1.000000
AC138331.1        0.000000e+00    0.000000   1.000000      1.000000
AC073571.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02424         0.000000e+00    0.000000   1.000000      1.000000
AC128707.1        0.000000e+00    0.000000   1.000000      1.000000
AC130415.1        0.000000e+00    0.000000   1.000000      1.000000
AC079362.1        0.000000e+00    0.000000   1.000000      1.000000
AC068993.2        0.000000e+00    0.000000   1.000000      1.000000
AC090709.1        0.000000e+00    0.000000   1.000000      1.000000
AC027288.1        0.000000e+00    0.000000   1.000000      1.000000
AC073569.2        0.000000e+00    0.000000   1.000000      1.000000
AC073569.1        0.000000e+00    0.000000   1.000000      1.000000
PTPRQ             0.000000e+00    0.000000   1.000000      1.000000
AC074031.1        0.000000e+00    0.000000   1.000000      1.000000
MYF6              0.000000e+00    0.000000   1.000000      1.000000
MYF5              0.000000e+00    0.000000   1.000000      1.000000
LINC01490         0.000000e+00    0.000000   1.000000      1.000000
AC078955.1        0.000000e+00    0.000000   1.000000      1.000000
