,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
Bulk_0155,0.17823260371229416,0.321361009408047,0.03479471586365274,0.004891392403895578,0.27501238965656016,0.052661897452099427,0.06922643440220808,0.05185564775088337,0.011963909350359497
Bulk_0156,0.02004347280449743,0.15412188991002895,0.015015811221808008,0.16324982325615467,0.08984087328194709,0.16038640295505086,0.01528350366780315,0.07559111035569029,0.3064671125470195
Bulk_0157,0.11762878875445199,0.009195766489466331,0.009089170116952556,0.11550944742944147,0.06021969244656722,0.38743957415611774,0.14614999953087843,0.06454608352427603,0.09022147755184816
Bulk_0158,0.18684269515585158,0.03898427920514024,0.03791286517403052,0.037674871497666754,0.013347879908247729,0.5089122837332815,0.0622335621294015,0.07995776701691817,0.034133796179462134
Bulk_0159,0.01453865772744633,0.049239430847749704,0.06672815125565594,0.05855533603231263,0.3004305452596397,0.21785519186665483,0.14732047886198638,0.07099382948648779,0.0743383786620666
Bulk_0160,0.17783830900612785,0.00290111694750581,0.04388626164926484,0.016570194275520717,0.1734588959738131,0.006872509171010853,0.0913612935452284,0.2870829667303707,0.2000284527011578
Bulk_0161,0.0069330020254085075,0.1684987985361427,0.08701149779177411,0.011224487139234733,0.150538414320207,0.07809818634045795,0.10440117973045658,0.1818545532893349,0.2114398808269835
Bulk_0162,0.06404880626199987,0.0368978707716148,0.1251663325565284,0.05851733812246826,0.01274942831274182,0.3455614683658702,0.07646406634534711,0.21028923479551753,0.07030545446791193
Bulk_0163,0.15952025032141273,0.01757092293594328,0.2636182036755626,0.03085795654302534,0.03284589566291476,0.3059847788097431,0.045234841881927716,0.047465235144051335,0.0969019150254193
Bulk_0164,0.05820402423697902,0.005180527093017253,0.02459835155837029,0.1852680527311775,0.11589067731297858,0.0782093987651219,0.12834446730305912,0.3282123034871226,0.07609219751217369
Bulk_0165,0.23266894564190335,0.20630699907684508,0.11654712793220734,0.05890949707203192,0.021953414719615618,0.10923465921101104,0.10632569060875247,0.06518734338615734,0.08286632235147559
Bulk_0166,0.16323817967359697,0.031276481497103624,0.09872505311044112,0.03408806898043681,0.3230892641076611,0.13153428550475843,0.06605018292756461,0.024726697348948876,0.12727178684948864
Bulk_0167,0.03404487547351751,0.4413655530053406,0.18506761157039717,0.08366704453637103,0.06615348887455501,0.07901232837488269,0.036175323315910266,0.0015760476309925164,0.07293772721803317
Bulk_0168,0.05284218257608858,0.04010648183429932,0.13861269465052417,0.026610940838694645,0.1169231590906792,0.0684725488085824,0.2600171492515774,0.1988066391088715,0.09760820384068299
Bulk_0169,0.14418119157178258,0.15130286268444954,0.29059229954302285,0.0319803180094118,0.04961691043848503,0.10017551144583861,0.038802200646223306,0.14133885222643922,0.05200985343434703
Bulk_0170,0.20261544323594816,0.11755241501204519,0.00044134894316624914,0.12824875638674763,0.06470134253418212,0.031651399213127804,0.03944706527124507,0.2683881713563373,0.1469540580472006
Bulk_0171,0.14180877583887375,0.04794298576528311,0.280789627260343,0.01704911806704812,0.09584226069968947,0.08172037718772457,0.10988503248400766,0.18734550462225344,0.037616318074776965
Bulk_0172,0.08140715124219683,0.1404095443527713,0.03217183848173792,0.07791121827107508,0.19102771082326347,0.11263885723292383,0.1596293217648979,0.05128900014879194,0.15351535768234156
Bulk_0173,0.13319400905237033,0.12499316507964423,0.11334294078624012,0.12342155102709916,0.042222662911734835,0.13087175511286447,0.026416034136162014,0.08517955020431954,0.22035833168956534
Bulk_0174,0.03759301606047583,0.10434532390126526,0.0728802623422977,0.07338478469318567,0.10703708140414316,0.03241753367092647,0.2123461054061943,0.02069911671075759,0.33929677581075407
Bulk_0175,0.28282222344044494,0.0357824224784251,0.15291415278002704,0.020099177437843257,0.033502515265156116,0.022484762826026194,0.3393295103824217,0.030416156857982688,0.08264907853167278
Bulk_0176,0.20227319552501702,0.007235049192684679,0.05091626392288183,0.00099832955303198,0.0524044659724714,0.10484647267963589,0.10666551176042631,0.3593394807444216,0.11532123064942923
Bulk_0177,0.1463110620637761,0.3815436858819426,0.11664319445556179,0.042102960758659554,0.050403977017629026,0.05309248502632885,0.026208337493735127,0.11160041717142981,0.07209388013093714
Bulk_0178,0.16478955083932945,0.07870790630325188,0.05989254471484202,0.0332560369263635,0.07681252722014885,0.10457854372967157,0.006214031917181126,0.12491658705816136,0.35083227129105027
Bulk_0179,0.010244109643922198,0.3937391259826588,0.30561710749802834,0.024200742719757917,0.027685118163453645,0.07056006658935073,0.14887499943167426,0.0067028537241126335,0.012375876247041378
Bulk_0180,0.4093886751562791,0.020915933077630223,0.1692580954668418,0.1484642046145762,0.050838001297896465,0.032753822940992196,0.06906381869528873,0.012461317768675982,0.08685613098181907
Bulk_0181,0.22997721484231382,0.0871320941268682,0.10473909998334778,0.2059912355671786,0.027411237643591345,0.10663178686710385,0.1633998185342874,0.01796128196338416,0.056756230471924816
Bulk_0182,0.33064092805319106,0.04955474312474453,0.057445840996779025,0.21590555774577763,0.027007646833374106,0.01492730170805687,0.2776597584488969,0.005457768781242332,0.02140045430793734
Bulk_0183,0.02085157230997289,0.18879356977637982,0.20442548196032745,0.029037000036591328,0.19080124715412938,0.047102306785055406,0.1350145670213984,0.044214735209619535,0.1397595197465257
Bulk_0184,0.18956292385441045,0.035370850327601705,0.053480069944393825,0.1400710180193753,0.16780379572239665,0.022359672677743848,0.010686753771047323,0.35206450482812257,0.028600410854908293
Bulk_0185,0.09263314170293842,0.0821360308194604,0.11868393902566284,0.11368861603157714,0.09859916140835802,0.2882516885995996,0.012124202893971151,0.012016564605607466,0.1818666549128249
Bulk_0186,0.1472699814584919,0.1322588635561692,0.06844911588328921,0.05106814523966016,0.024351778745903038,0.07506393096209801,0.11434424626355097,0.02228676125722489,0.36490717663361255
Bulk_0187,0.03530643542117412,0.13825936904883215,0.06433694417641796,0.45470273156361835,0.07204630725916614,0.025212945664642966,0.13257108756894198,0.061902241477266126,0.015661937819940228
Bulk_0188,0.0065346403576921905,0.2888955098949829,0.006440346256728577,0.11036585087508725,0.0009221814448265453,0.24231133093531035,0.050009765848573806,0.0552072711505644,0.23931310323623414
Bulk_0189,0.03694614603821563,0.12704424125019925,0.034504240691140046,0.03799125744376462,0.1743988565367963,0.023399751157746427,0.15743026736682217,0.325665805213495,0.08261943430182056
Bulk_0190,0.16730826689420084,0.09117470403353241,0.029361031176220673,0.0629843217583268,0.10593766937773913,0.09757293770083776,0.16377337059618946,0.005917924471738631,0.2759697739912143
Bulk_0191,0.008791143071992056,0.08714958440189938,0.0370657170523771,0.14284289057928526,0.0654282258271624,0.08070277545741537,0.054640287293574605,0.04481988369745704,0.4785594926188369
Bulk_0192,0.1642416626747001,0.14843574985287156,0.18186302293482354,0.052892353017777484,0.04506502912777317,0.30148554997251564,0.03252993870736019,0.04502604240233046,0.02846065130984786
Bulk_0193,0.08934064150782774,0.20393212965431098,0.041915599193923424,0.21202857073957593,0.18998122210366358,0.09371417627834215,0.04999423353670992,0.0947432315831975,0.024350195402448843
Bulk_0194,0.07678022197126887,0.0749548286008937,0.30332860980306303,0.0888297419667187,0.010528114338330194,0.020595095656355252,0.06824824374005073,0.3286423228045109,0.028092821118808564
Bulk_0195,0.1252009175484617,0.06699345818944338,0.051902766068527215,0.19051888954665705,0.048990552517753284,0.053416260206061494,0.20870060858762762,0.00732783036766524,0.246948716967803
Bulk_0196,0.0395608464355289,0.12788110897229443,0.28136082675466034,0.0003669842658293997,0.03868850986412689,0.017095203065737464,0.1602228092457689,0.23467085584843309,0.10015285554762075
Bulk_0197,0.16592964022352696,0.06108181258185345,0.04253265783334283,0.0862310152865668,0.22958244640570166,0.15410248255131442,0.22180993067807628,0.027950251551782317,0.010779762887835078
Bulk_0198,0.25218150702124,0.18240975353095165,0.06702342480489369,0.036269934605598776,0.01689842773577174,0.09670116261953966,0.12033099660117888,0.0038766170150286447,0.22430817606579678
Bulk_0199,0.08643745057236896,0.30245386285949594,0.033367662992578234,0.0750101280220502,0.004071016536071366,0.05365500306469987,0.2838443302118835,0.04844658851787044,0.11271395722298147
