,Cancer Epithelial,B-cells,CAFs,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
Bulk_0163,0.9,0.02186713783684957,0.027031090890429394,0.011911510773697783,0.02055677172929776,0.002794284018190107,0.0026031952229985055,0.003008285140967624,0.010227724387569236
Bulk_0164,0.6,0.02739454166216578,0.1392174164946672,0.10401696439057864,0.016577172206049894,0.03860123219242106,0.03132494795624818,0.007127060812822427,0.035740664285046755
Bulk_0165,0.8,0.00668652352589332,0.035186433442772155,0.005951564592358979,0.04380598574636207,0.005868689773936791,0.0132920268279998,0.007762905371302656,0.08144587071937419
Bulk_0166,0.75,0.019136039915952766,0.022852344738903255,0.09965455245732724,0.0019410677324622353,0.013969581139947956,0.023267314089817272,0.007812371964651611,0.06136672796093764
Bulk_0167,0.65,0.06151390970401834,0.0008887129212612928,0.12483986397823194,0.056975335531842884,0.024633735030565797,0.013980181442059184,0.024569062504867907,0.042599198887152655
Bulk_0168,0.75,0.03638357085526584,0.002941419732739749,0.06192932812557995,0.010959978503154626,0.017138366160230085,0.0016998083102530346,0.07374624885174491,0.04520127946103185
Bulk_0169,0.8,0.007210215105748535,0.006685447295383541,0.12193480564738499,0.001343773039531648,0.008203057604205866,0.020051354502545474,0.0181299626960117,0.0164413841091882
Bulk_0170,0.9,0.0016141425296258571,0.014995480180183698,0.010071360212197138,0.004020959714253803,0.0037493093072475314,0.03128322810520358,0.006528533974761634,0.02773698597652675
Bulk_0171,0.85,0.0062847142201385015,0.017579178369379524,0.05102724421278985,0.034727814736351593,0.009235682515192297,0.0016258787887282365,0.00848365480342464,0.021035832353995407
Bulk_0172,0.7,0.03421812818454011,0.019688317036869345,0.05190741871262367,0.04686096766264795,0.0389029735882693,0.021558699620165846,0.02369921613968765,0.06316427905519614
Bulk_0173,0.6,0.004227235718156352,0.09012360585569862,0.013572077832491947,0.0021725821173760674,0.10164743542018047,0.10329700798124178,0.04476820651403429,0.04019184856082046
Bulk_0174,0.9,0.006355451020307117,0.0043037653012134285,0.003509483148114672,0.008082762571144415,0.046765573229949675,0.004923455660765692,0.02173548374463438,0.00432402532387059
Bulk_0175,0.9,0.014878012522444483,6.508109935862607e-05,0.027230302579899023,0.0010959350837197806,0.02729911587921563,0.0018626200227069168,0.010738027641140997,0.016830905171514515
Bulk_0176,0.6,0.032882479659063706,0.042540418248400096,0.07240238503349364,0.03674691046781831,0.02401784642590031,0.053454151286080866,0.0375952672858412,0.10036054159340187
Bulk_0177,0.9,0.005863889003785975,0.0042015336284706795,0.024316587395157158,0.007880232133381205,0.03131011138838916,0.01560082487566296,0.0018513805172121593,0.00897544105794068
Bulk_0178,0.75,0.03520963092951281,0.0433580301181669,0.014185701549519716,0.007163838581584307,0.14023128081049865,0.0018861886592804993,0.004371915835198665,0.003593413516238437
Bulk_0179,0.65,0.02145943707551492,0.021164025559271767,0.023614306784282484,0.04539255584018802,0.01035086852994687,0.03450663392854266,0.06320510313462017,0.13030706914763313
Bulk_0180,0.7,0.009460501414285595,0.04695156945432667,0.024450787811307682,0.026256620380119444,0.0016001105044444305,0.016860438487927832,0.09357492146943971,0.08084505047814869
Bulk_0181,0.85,0.08116462873899186,0.015159587713893263,0.0034511227074851157,0.00956490442533342,0.012453592999196971,0.011145603694112672,0.008044087024277051,0.009016472696709693
Bulk_0182,0.85,0.0026508201636011456,0.02190046961869339,0.012751567315740968,0.005442352718511691,0.016636347667268955,0.027133685565371386,0.023686946739904177,0.039797810210908315
Bulk_0183,0.8,0.0171497048056266,0.0020184542180411796,0.019752950016562357,0.009554646782079054,0.013931409765091303,0.06651745278180544,0.06370379701767,0.007371584613124034
Bulk_0184,0.85,0.006528249976248907,0.026952912922432456,0.02479115134054043,0.020072006998369973,0.004501950944807765,0.001460852332522204,0.06070992865680008,0.0049829468282781885
Bulk_0185,0.75,0.020668877017947115,0.0153797792879478,0.021867403751837246,0.04623130769226824,0.016610128816528128,0.014637796930807577,0.060796547191401054,0.05380815931126286
Bulk_0186,0.6,0.05117243198135826,0.07428635477561779,0.09727002464418322,0.04954992645329942,0.060474390147775,0.04573700262220255,0.00023602219341836516,0.021273847182145388
Bulk_0187,0.9,0.02808382142360272,0.03716138912894863,0.016977463639998563,0.0024009807248769827,0.00265206200497555,0.009495016396131739,0.0018606166439666147,0.0013686500374991818
Bulk_0188,0.85,0.0178139213806331,0.03577741919732641,0.016088721912826485,0.023510046469062428,0.022279080664515154,0.0024990229226820567,0.01853282131643988,0.013498966136514502
Bulk_0189,0.8,0.0046012329693554425,0.04366165172023459,0.015071883740482047,0.032961494174141466,0.01451581486196532,0.00976950759722365,0.02190471971097434,0.057513695225623114
Bulk_0190,0.85,0.020853499886954403,0.03481058649751419,0.03458058544844209,2.683195053426403e-05,0.024815597151248318,0.016472201640864347,0.0037823628510419774,0.014658334573400435
Bulk_0191,0.75,0.066683509896271,0.008281031834077104,0.013051437990777058,0.029240488739969296,0.004096916320416952,0.04622489232524448,0.06429993567948808,0.018121787213756027
Bulk_0192,0.6,0.058217147325283825,0.051994667563531764,0.05334912012591846,0.0038683651326791527,0.08549134735368985,0.09136650822480269,0.02820865748244071,0.02750418679165356
Bulk_0193,0.8,0.0015811703133677122,0.0013839411973743962,0.007370557199963977,0.0508258156364074,0.0023946902421498133,0.09465941430359234,0.03101551036754555,0.010768900739598731
Bulk_0194,0.65,0.10453887531220173,0.06440083292706059,0.035515369451140276,0.017481339263959554,0.018969706605277678,0.04629765338940435,0.04731464632970459,0.015481576721251217
Bulk_0195,0.6,0.05633538759916939,0.015038080042474429,0.10105774442384496,0.034511138626182825,0.05165315731999897,0.0719091226692761,0.03183601438040664,0.0376593549386467
Bulk_0196,0.85,0.03156708040437911,0.004830214595472995,0.03705304295121498,0.028674946176604977,0.009265902516894908,0.026783778161588175,0.0028974636612665934,0.008927571532578286
Bulk_0197,0.9,0.004095022929684649,0.014338081015973045,0.014144426797693692,6.998122377411774e-06,0.0050365398964395255,0.0021759496747393763,0.006875093469718187,0.053327888093374076
Bulk_0198,0.6,0.06031521995099979,0.019906165088555635,0.04255777926726034,0.05307016526224556,0.015237016740111568,0.048910813895928974,0.14274029440466834,0.017262545390229877
Bulk_0199,0.75,0.024465347442873438,0.03340492490787931,0.04739949156060239,0.023861011570470575,0.02046103258168974,0.036766156091818644,0.028289381725202567,0.035352654119463374
